DrugBank ID,Name,Relation,UMLS_ID,ATC_Code,SideEffect_UMLS,SideEffectName
DB00028,Human immunoglobulin G,DIRECT,,,,
DB00215,Citalopram,DIRECT,C0008845,N06AB04,,
DB00313,Valproic acid,DIRECT,C0042291,N03AG01,,
DB00334,Olanzapine,DIRECT,C0171023,N05AH53,,
DB00334,Olanzapine,DIRECT,C0171023,,,
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0000731,Abdominal distension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0000731,Abdominal distension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0000737,Abdominal pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0687713,Gastrointestinal pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0000737,Abdominal pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0001122,Acidosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0001122,Acidosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0001925,Albuminuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0001925,Albuminuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002170,Alopecia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002170,Alopecia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002395,Dementia Alzheimer's type
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002395,Dementia Alzheimer's type
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002418,Amblyopia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002418,Amblyopia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002453,Amenorrhoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002453,Amenorrhoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002622,Amnesia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002622,Amnesia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002871,Anaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002871,Anaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002994,Angioedema
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0002994,Angioedema
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003123,Anorexia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0232462,Decreased appetite
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003467,Anxiety
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003467,Anxiety
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003578,Apnoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003578,Apnoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003860,Arteritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003860,Arteritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003862,Arthralgia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003862,Arthralgia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0948594,Musculoskeletal discomfort
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003864,Arthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003864,Arthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003873,Rheumatoid arthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003864,Arthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003873,Rheumatoid arthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003910,Phonological disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0003910,Phonological disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004093,Asthenia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004093,Asthenia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004096,Asthma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004096,Asthma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004134,Ataxia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004134,Ataxia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004144,Atelectasis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0032326,Pneumothorax
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004144,Atelectasis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004238,Atrial fibrillation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004238,Atrial fibrillation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004245,Atrioventricular block
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004245,Atrioventricular block
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004604,Back pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004604,Back pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004936,Mental disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004936,Mental disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0005741,Blepharitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0005741,Blepharitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006145,Breast disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006145,Breast disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006444,Bursitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006444,Bursitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006840,Candida infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006840,Candida infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006849,Oral candidiasis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006849,Oral candidiasis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0006840,Candida infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0007859,Neck pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0007859,Neck pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0008031,Chest pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0008031,Chest pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009421,Coma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009421,Coma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009450,Infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009450,Infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009676,Confusional state
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009676,Confusional state
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C1443060,Feeling abnormal
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009763,Conjunctivitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009763,Conjunctivitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009782,Connective tissue disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009782,Connective tissue disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009806,Constipation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0009806,Constipation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0010200,Cough
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0010200,Cough
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0010520,Cyanosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0010520,Cyanosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0010692,Cystitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0403632,Cystitis noninfective
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0010692,Cystitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0232849,Bladder pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011053,Deafness
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011053,Deafness
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011071,Sudden death
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011071,Sudden death
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011124,Libido decreased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0855242,Disturbance in sexual arousal
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011124,Libido decreased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011168,Dysphagia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011168,Dysphagia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011175,Dehydration
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011175,Dehydration
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011206,Delirium
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011206,Delirium
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011253,Delusion
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011253,Delusion
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011334,Dental caries
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011334,Dental caries
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011551,Depersonalisation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011551,Depersonalisation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011570,Depression
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011570,Depression
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011616,Dermatitis contact
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011616,Dermatitis contact
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011630,Fungal skin infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011630,Fungal skin infection
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011849,Diabetes mellitus
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011849,Diabetes mellitus
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011880,Diabetic ketoacidosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011880,Diabetic ketoacidosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011991,Diarrhoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011991,Diarrhoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0012569,Diplopia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0012569,Diplopia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0012833,Dizziness
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0012833,Dizziness
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013362,Dysarthria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0029408,Osteoarthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013362,Dysarthria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013378,Dysgeusia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013378,Dysgeusia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013384,Dyskinesia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013384,Dyskinesia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013390,Dysmenorrhoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013390,Dysmenorrhoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013395,Dyspepsia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013395,Dyspepsia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013404,Dyspnoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013404,Dyspnoea
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013428,Dysuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013428,Dysuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013456,Ear pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013456,Ear pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013491,Ecchymosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013491,Ecchymosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013595,Eczema
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013595,Eczema
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013604,Oedema
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013604,Oedema
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013922,Embolism
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0013922,Embolism
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014236,Endophthalmitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014236,Endophthalmitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0030332,Panophthalmitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014335,Enteritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014335,Enteritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014457,Eosinophilia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014457,Eosinophilia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014591,Epistaxis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014591,Epistaxis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014724,Eructation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014724,Eructation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014868,Oesophagitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0014868,Oesophagitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015230,Rash
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015230,Rash
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0011603,Dermatitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015371,Extrapyramidal disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015371,Extrapyramidal disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015397,Eye disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015397,Eye disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015402,Eye haemorrhage
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015402,Eye haemorrhage
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015469,Facial paralysis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0919980,VIIth nerve paralysis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015663,Fasting
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015663,Fasting
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015672,Fatigue
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015672,Fatigue
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004093,Asthenia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015732,Faecal incontinence
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015732,Faecal incontinence
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015734,Faecalith
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015734,Faecalith
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C1321686,Faecaloma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015967,Body temperature increased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0015967,Body temperature increased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0016204,Flatulence
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0016204,Flatulence
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017152,Gastritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017152,Gastritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017160,Gastroenteritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017160,Gastroenteritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017178,Gastrointestinal disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017178,Gastrointestinal disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017574,Gingivitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017574,Gingivitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017601,Glaucoma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017601,Glaucoma
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017675,Glossitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017675,Glossitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017979,Glycosuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0017979,Glycosuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018021,Goitre
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018021,Goitre
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018099,Gout
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018099,Gout
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018418,Gynaecomastia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018418,Gynaecomastia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018524,Hallucination
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018524,Hallucination
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018681,Headache
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018681,Headache
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018790,Cardiac arrest
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018790,Cardiac arrest
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018794,Block heart
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0004245,Atrioventricular block
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018799,Cardiac disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018799,Cardiac disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018801,Cardiac failure
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018801,Cardiac failure
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018802,Cardiac failure congestive
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018802,Cardiac failure congestive
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018965,Haematuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0018965,Haematuria
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019079,Haemoptysis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019079,Haemoptysis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019080,Haemorrhage
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019080,Haemorrhage
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0518015,Haemoglobin
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019158,Hepatitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019158,Hepatitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019521,Hiccups
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019521,Hiccups
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019572,Hirsutism
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0019572,Hirsutism
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020039,Hostility
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020039,Hostility
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020433,Hyperbilirubinaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020433,Hyperbilirubinaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020443,Hypercholesterolaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020443,Hypercholesterolaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020456,Hyperglycaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020456,Hyperglycaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020461,Hyperkalaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020461,Hyperkalaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020473,Hyperlipidaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020473,Hyperlipidaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020488,Hypernatraemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020488,Hypernatraemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020517,Hypersensitivity
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020517,Hypersensitivity
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020538,Hypertension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020538,Hypertension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020557,Hypertriglyceridaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020557,Hypertriglyceridaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0853692,Blood triglycerides increased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020578,Hyperventilation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020578,Hyperventilation
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020580,Hypoaesthesia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020580,Hypoaesthesia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020615,Hypoglycaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020615,Hypoglycaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020621,Hypokalaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020621,Hypokalaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020625,Hyponatraemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020625,Hyponatraemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020639,Hypoproteinaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020639,Hypoproteinaemia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020649,Hypotension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020649,Hypotension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020651,Orthostatic hypotension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020651,Orthostatic hypotension
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020672,Body temperature decreased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0413252,Hypothermia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0020672,Body temperature decreased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021053,Immune system disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021053,Immune system disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021177,Libido increased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021177,Libido increased
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0855242,Disturbance in sexual arousal
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021400,Influenza
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021400,Influenza
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021843,Intestinal obstruction
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0021843,Intestinal obstruction
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022346,Jaundice
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022346,Jaundice
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022408,Arthropathy
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0029408,Osteoarthritis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022408,Arthropathy
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022573,Keratoconjunctivitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022568,Keratitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022638,Ketosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0022638,Ketosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023067,Laryngitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023067,Laryngitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023218,Cramps of lower extremities
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0037763,Muscle spasms
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023380,Lethargy
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023380,Lethargy
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023518,Leukocytosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023518,Leukocytosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023530,Leukopenia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0023530,Leukopenia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0024894,Mastitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0024894,Mastitis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0024902,Breast pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0024902,Breast pain
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025061,Mediastinal disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025061,Mediastinal disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025222,Melaena
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025222,Melaena
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025323,Menorrhagia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025323,Menorrhagia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025345,Menstrual disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025345,Menstrual disorder
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025874,Metrorrhagia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0025874,Metrorrhagia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026205,Miosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026205,Miosis
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026826,Hypertonia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026826,Hypertonia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026827,Hypotonia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026827,Hypotonia
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C1142135,Muscle relaxant therapy
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026837,Muscle rigidity
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026837,Muscle rigidity
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026848,Myopathy
DB00334,Olanzapine,DIRECT,C0171023,N05AH03,C0026848,Myopathy
